date,event,red_fighter,blue_fighter,winner,weight_class,method,round
2010-03-27,UFC 111: St-Pierre vs Hardy,Rodney Wallace,Jared Hamman,Jared Hamman,Light Heavyweight,Decision - Unanimous,3
2010-03-27,UFC 111: St-Pierre vs Hardy,Matthew Riddle,Greg Soto,Matthew Riddle,Welterweight,DQ,3
2010-03-21,UFC Live: Vera vs Jones,Brandon Vera,Jon Jones,Jon Jones,Light Heavyweight,KO/TKO,1
2010-03-21,UFC Live: Vera vs Jones,Junior Dos Santos,Gabriel Gonzaga,Junior Dos Santos,Heavyweight,KO/TKO,1
2010-03-21,UFC Live: Vera vs Jones,Cheick Kongo,Paul Buentello,Cheick Kongo,Heavyweight,KO/TKO,3
2010-03-21,UFC Live: Vera vs Jones,Alessio Sakara,James Irvin,Alessio Sakara,Middleweight,KO/TKO,1
2010-03-21,UFC Live: Vera vs Jones,Clay Guida,Shannon Gugerty,Clay Guida,Lightweight,Submission,2
2010-03-21,UFC Live: Vera vs Jones,Eliot Marshall,Vladimir Matyushenko,Vladimir Matyushenko,Light Heavyweight,Decision - Split,3
2010-03-21,UFC Live: Vera vs Jones,Duane Ludwig,Darren Elkins,Darren Elkins,Lightweight,KO/TKO,1
2010-03-21,UFC Live: Vera vs Jones,John Howard,Daniel Roberts,John Howard,Welterweight,KO/TKO,1
2010-03-21,UFC Live: Vera vs Jones,Brendan Schaub,Chase Gormley,Brendan Schaub,Heavyweight,KO/TKO,1
2010-03-21,UFC Live: Vera vs Jones,Mike Pierce,Julio Paulino,Mike Pierce,Welterweight,Decision - Unanimous,3
2010-03-21,UFC Live: Vera vs Jones,Eric Schafer,Jason Brilz,Jason Brilz,Light Heavyweight,Decision - Unanimous,3
2010-02-20,UFC 110: Nogueira vs Velasquez,Cain Velasquez,Antonio Rodrigo Nogueira,Cain Velasquez,Heavyweight,KO/TKO,1
2010-02-20,UFC 110: Nogueira vs Velasquez,Wanderlei Silva,Michael Bisping,Wanderlei Silva,Middleweight,Decision - Unanimous,3
2010-02-20,UFC 110: Nogueira vs Velasquez,George Sotiropoulos,Joe Stevenson,George Sotiropoulos,Lightweight,Decision - Unanimous,3
2010-02-20,UFC 110: Nogueira vs Velasquez,Ryan Bader,Keith Jardine,Ryan Bader,Light Heavyweight,KO/TKO,3
2010-02-20,UFC 110: Nogueira vs Velasquez,Mirko Filipovic,Anthony Perosh,Mirko Filipovic,Heavyweight,TKO - Doctor's Stoppage,2
2010-02-20,UFC 110: Nogueira vs Velasquez,Krzysztof Soszynski,Stephan Bonnar,Krzysztof Soszynski,Light Heavyweight,TKO - Doctor's Stoppage,3
2010-02-20,UFC 110: Nogueira vs Velasquez,Chris Lytle,Brian Foster,Chris Lytle,Welterweight,Submission,1
2010-02-20,UFC 110: Nogueira vs Velasquez,CB Dollaway,Goran Reljic,CB Dollaway,Middleweight,Decision - Unanimous,3
2010-02-20,UFC 110: Nogueira vs Velasquez,James Te Huna,Igor Pokrajac,James Te Huna,Light Heavyweight,KO/TKO,3
2010-02-06,UFC 109: Relentless,Randy Couture,Mark Coleman,Randy Couture,Light Heavyweight,Submission,2
2010-02-06,UFC 109: Relentless,Chael Sonnen,Nate Marquardt,Chael Sonnen,Middleweight,Decision - Unanimous,3
2010-02-06,UFC 109: Relentless,Paulo Thiago,Mike Swick,Paulo Thiago,Welterweight,Submission,2
2010-02-06,UFC 109: Relentless,Demian Maia,Dan Miller,Demian Maia,Middleweight,Decision - Unanimous,3
2010-02-06,UFC 109: Relentless,Matt Serra,Frank Trigg,Matt Serra,Welterweight,KO/TKO,1
2010-02-06,UFC 109: Relentless,Mac Danzig,Justin Buchholz,Mac Danzig,Lightweight,Decision - Unanimous,3
2010-02-06,UFC 109: Relentless,Melvin Guillard,Ronys Torres,Melvin Guillard,Lightweight,Decision - Unanimous,3
2010-02-06,UFC 109: Relentless,Rob Emerson,Phillipe Nover,Rob Emerson,Lightweight,Decision - Unanimous,3
2010-02-06,UFC 109: Relentless,Phil Davis,Brian Stann,Phil Davis,Light Heavyweight,Decision - Unanimous,3
2010-02-06,UFC 109: Relentless,Chris Tuchscherer,Tim Hague,Chris Tuchscherer,Heavyweight,Decision - Majority,3
2010-02-06,UFC 109: Relentless,Joey Beltran,Rolles Gracie,Joey Beltran,Heavyweight,KO/TKO,2
2010-01-11,UFC Fight Night: Maynard vs Diaz,Gray Maynard,Nate Diaz,Gray Maynard,Lightweight,Decision - Split,3
2010-01-11,UFC Fight Night: Maynard vs Diaz,Evan Dunham,Efrain Escudero,Evan Dunham,Lightweight,Submission,3
2010-01-11,UFC Fight Night: Maynard vs Diaz,Aaron Simpson,Tom Lawlor,Aaron Simpson,Middleweight,Decision - Split,3
2010-01-11,UFC Fight Night: Maynard vs Diaz,Amir Sadollah,Brad Blackburn,Amir Sadollah,Welterweight,Decision - Unanimous,3
2010-01-11,UFC Fight Night: Maynard vs Diaz,Chris Leben,Jay Silva,Chris Leben,Middleweight,Decision - Unanimous,3
2010-01-11,UFC Fight Night: Maynard vs Diaz,Rick Story,Jesse Lennox,Rick Story,Welterweight,Decision - Split,3
2010-01-11,UFC Fight Night: Maynard vs Diaz,Thiago Tavares,Nik Lentz,,Lightweight,Decision - Majority,3
2010-01-11,UFC Fight Night: Maynard vs Diaz,Rory MacDonald,Mike Guymon,Rory MacDonald,Welterweight,Submission,1
2010-01-11,UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos,Kyle Bradley,Rafael Dos Anjos,Lightweight,Decision - Unanimous,3
2010-01-11,UFC Fight Night: Maynard vs Diaz,Gerald Harris,John Salter,Gerald Harris,Middleweight,KO/TKO,3
2010-01-11,UFC Fight Night: Maynard vs Diaz,Nick Catone,Jesse Forbes,Nick Catone,Middleweight,Decision - Split,3
2010-01-02,UFC 108: Evans vs Silva,Rashad Evans,Thiago Silva,Rashad Evans,Light Heavyweight,Decision - Unanimous,3
2010-01-02,UFC 108: Evans vs Silva,Paul Daley,Dustin Hazelett,Paul Daley,Welterweight,KO/TKO,1
2010-01-02,UFC 108: Evans vs Silva,Sam Stout,Joe Lauzon,Sam Stout,Lightweight,Decision - Unanimous,3
2010-01-02,UFC 108: Evans vs Silva,Jim Miller,Duane Ludwig,Jim Miller,Lightweight,Submission,1
2010-01-02,UFC 108: Evans vs Silva,Junior Dos Santos,Gilbert Yvel,Junior Dos Santos,Heavyweight,KO/TKO,1
2010-01-02,UFC 108: Evans vs Silva,Martin Kampmann,Jacob Volkmann,Martin Kampmann,Welterweight,Submission,1
2010-01-02,UFC 108: Evans vs Silva,Cole Miller,Dan Lauzon,Cole Miller,Lightweight,Submission,1
2010-01-02,UFC 108: Evans vs Silva,Mark Munoz,Ryan Jensen,Mark Munoz,Middleweight,KO/TKO,1
2010-01-02,UFC 108: Evans vs Silva,Jake Ellenberger,Mike Pyle,Jake Ellenberger,Welterweight,KO/TKO,2
2010-01-02,UFC 108: Evans vs Silva,Rafaello Oliveira,John Gunderson,Rafaello Oliveira,Lightweight,Decision - Unanimous,3
2009-12-12,UFC 107: Penn vs Sanchez,BJ Penn,Diego Sanchez,BJ Penn,Lightweight,TKO - Doctor's Stoppage,5
2009-12-12,UFC 107: Penn vs Sanchez,Frank Mir,Cheick Kongo,Frank Mir,Heavyweight,Submission,1
2009-12-12,UFC 107: Penn vs Sanchez,Jon Fitch,Mike Pierce,Jon Fitch,Welterweight,Decision - Unanimous,3
2009-12-12,UFC 107: Penn vs Sanchez,Kenny Florian,Clay Guida,Kenny Florian,Lightweight,Submission,2
2009-12-12,UFC 107: Penn vs Sanchez,Stefan Struve,Paul Buentello,Stefan Struve,Heavyweight,Decision - Majority,3
2009-12-12,UFC 107: Penn vs Sanchez,Alan Belcher,Wilson Gouveia,Alan Belcher,Catch Weight,KO/TKO,1
2009-12-12,UFC 107: Penn vs Sanchez,Matt Wiman,Shane Nelson,Matt Wiman,Lightweight,Decision - Unanimous,3
2009-12-12,UFC 107: Penn vs Sanchez,Johny Hendricks,Ricardo Funch,Johny Hendricks,Welterweight,Decision - Unanimous,3
2009-12-12,UFC 107: Penn vs Sanchez,Rousimar Palhares,Lucio Linhares,Rousimar Palhares,Middleweight,Submission,2
2009-12-12,UFC 107: Penn vs Sanchez,DaMarques Johnson,Edgar Garcia,DaMarques Johnson,Welterweight,Submission,1
2009-12-12,UFC 107: Penn vs Sanchez,TJ Grant,Kevin Burns,TJ Grant,Welterweight,KO/TKO,1
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Roy Nelson,Brendan Schaub,Roy Nelson,Heavyweight,KO/TKO,1
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Matt Hamill,Jon Jones,Matt Hamill,Light Heavyweight,DQ,1
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Kevin Ferguson,Houston Alexander,Kevin Ferguson,Catch Weight,Decision - Unanimous,3
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Frankie Edgar,Matt Veach,Frankie Edgar,Lightweight,Submission,2
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Matt Mitrione,Marcus Jones,Matt Mitrione,Heavyweight,KO/TKO,2
2009-12-05,The Ultimate Fighter: Heavyweights Finale,James McSweeney,Darrill Schoonover,James McSweeney,Heavyweight,KO/TKO,3
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Jon Madsen,Justin Wren,Jon Madsen,Heavyweight,Decision - Split,3
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Brian Stann,Rodney Wallace,Brian Stann,Light Heavyweight,Decision - Unanimous,3
2009-12-05,The Ultimate Fighter: Heavyweights Finale,John Howard,Dennis Hallman,John Howard,Welterweight,KO/TKO,3
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Mark Bocek,Joe Brammer,Mark Bocek,Lightweight,Submission,1
2009-11-21,UFC 106: Ortiz vs Griffin 2,Forrest Griffin,Tito Ortiz,Forrest Griffin,Light Heavyweight,Decision - Split,3
2009-11-21,UFC 106: Ortiz vs Griffin 2,Josh Koscheck,Anthony Johnson,Josh Koscheck,Welterweight,Submission,2
2009-11-21,UFC 106: Ortiz vs Griffin 2,Paulo Thiago,Jacob Volkmann,Paulo Thiago,Welterweight,Decision - Unanimous,3
2009-11-21,UFC 106: Ortiz vs Griffin 2,Rogerio Nogueira,Luiz Cane,Rogerio Nogueira,Light Heavyweight,KO/TKO,1
2009-11-21,UFC 106: Ortiz vs Griffin 2,Amir Sadollah,Phil Baroni,Amir Sadollah,Welterweight,Decision - Unanimous,3
2009-11-21,UFC 106: Ortiz vs Griffin 2,Ben Saunders,Marcus Davis,Ben Saunders,Welterweight,KO/TKO,1
2009-11-21,UFC 106: Ortiz vs Griffin 2,Kendall Grove,Jake Rosholt,Kendall Grove,Middleweight,Submission,1
2009-11-21,UFC 106: Ortiz vs Griffin 2,Brian Foster,Brock Larson,Brian Foster,Welterweight,KO/TKO,2
2009-11-21,UFC 106: Ortiz vs Griffin 2,Caol Uno,Fabricio Camoes,,Lightweight,Decision - Majority,3
2009-11-21,UFC 106: Ortiz vs Griffin 2,George Sotiropoulos,Jason Dent,George Sotiropoulos,Lightweight,Submission,2
2009-11-14,UFC 105: Couture vs Vera,Randy Couture,Brandon Vera,Randy Couture,Light Heavyweight,Decision - Unanimous,3
2009-11-14,UFC 105: Couture vs Vera,Dan Hardy,Mike Swick,Dan Hardy,Welterweight,Decision - Unanimous,3
2009-11-14,UFC 105: Couture vs Vera,Michael Bisping,Denis Kang,Michael Bisping,Middleweight,KO/TKO,2
2009-11-14,UFC 105: Couture vs Vera,Matt Brown,James Wilks,Matt Brown,Welterweight,KO/TKO,3
2009-11-14,UFC 105: Couture vs Vera,Ross Pearson,Aaron Riley,Ross Pearson,Lightweight,TKO - Doctor's Stoppage,2
2009-11-14,UFC 105: Couture vs Vera,John Hathaway,Paul Taylor,John Hathaway,Welterweight,Decision - Unanimous,3
2009-11-14,UFC 105: Couture vs Vera,Terry Etim,Shannon Gugerty,Terry Etim,Lightweight,Submission,2
2009-11-14,UFC 105: Couture vs Vera,Nick Osipczak,Matthew Riddle,Nick Osipczak,Welterweight,KO/TKO,3
2009-11-14,UFC 105: Couture vs Vera,Dennis Siver,Paul Kelly,Dennis Siver,Lightweight,KO/TKO,2
2009-11-14,UFC 105: Couture vs Vera,Alexander Gustafsson,Jared Hamman,Alexander Gustafsson,Light Heavyweight,KO/TKO,1
2009-11-14,UFC 105: Couture vs Vera,Andre Winner,Rolando Delgado,Andre Winner,Lightweight,KO/TKO,1
2009-10-24,UFC 104: Machida vs Shogun,Lyoto Machida,Mauricio Rua,Lyoto Machida,Light Heavyweight,Decision - Unanimous,5
2009-10-24,UFC 104: Machida vs Shogun,Cain Velasquez,Ben Rothwell,Cain Velasquez,Heavyweight,KO/TKO,2
2009-10-24,UFC 104: Machida vs Shogun,Gleison Tibau,Josh Neer,Gleison Tibau,Lightweight,Decision - Unanimous,3
2009-10-24,UFC 104: Machida vs Shogun,Joe Stevenson,Spencer Fisher,Joe Stevenson,Lightweight,KO/TKO,2
2009-10-24,UFC 104: Machida vs Shogun,Anthony Johnson,Yoshiyuki Yoshida,Anthony Johnson,Welterweight,KO/TKO,1
2009-10-24,UFC 104: Machida vs Shogun,Ryan Bader,Eric Schafer,Ryan Bader,Light Heavyweight,Decision - Unanimous,3
2009-10-24,UFC 104: Machida vs Shogun,Pat Barry,Antoni Hardonk,Pat Barry,Heavyweight,KO/TKO,2
2009-10-24,UFC 104: Machida vs Shogun,Chael Sonnen,Yushin Okami,Chael Sonnen,Middleweight,Decision - Unanimous,3
2009-10-24,UFC 104: Machida vs Shogun,Jorge Rivera,Rob Kimmons,Jorge Rivera,Middleweight,KO/TKO,3
2009-10-24,UFC 104: Machida vs Shogun,Kyle Kingsbury,Razak Al-Hassan,Kyle Kingsbury,Light Heavyweight,Decision - Split,3
2009-10-24,UFC 104: Machida vs Shogun,Stefan Struve,Chase Gormley,Stefan Struve,Heavyweight,Submission,1
2009-09-19,UFC 103: Franklin vs Belfort,Vitor Belfort,Rich Franklin,Vitor Belfort,Catch Weight,KO/TKO,1
2009-09-19,UFC 103: Franklin vs Belfort,Junior Dos Santos,Mirko Filipovic,Junior Dos Santos,Heavyweight,KO/TKO,3
2009-09-19,UFC 103: Franklin vs Belfort,Paul Daley,Martin Kampmann,Paul Daley,Welterweight,KO/TKO,1
2009-09-19,UFC 103: Franklin vs Belfort,Josh Koscheck,Frank Trigg,Josh Koscheck,Welterweight,KO/TKO,1
2009-09-19,UFC 103: Franklin vs Belfort,Tyson Griffin,Hermes Franca,Tyson Griffin,Lightweight,KO/TKO,2
2009-09-19,UFC 103: Franklin vs Belfort,Efrain Escudero,Cole Miller,Efrain Escudero,Lightweight,KO/TKO,1
2009-09-19,UFC 103: Franklin vs Belfort,Tomasz Drwal,Drew McFedries,Tomasz Drwal,Middleweight,Submission,2
2009-09-19,UFC 103: Franklin vs Belfort,Jim Miller,Steve Lopez,Jim Miller,Lightweight,KO/TKO,2
2009-09-19,UFC 103: Franklin vs Belfort,Nik Lentz,Rafaello Oliveira,Nik Lentz,Lightweight,Decision - Unanimous,3
2009-09-19,UFC 103: Franklin vs Belfort,Rick Story,Brian Foster,Rick Story,Welterweight,Submission,2
2009-09-19,UFC 103: Franklin vs Belfort,Eliot Marshall,Jason Brilz,Eliot Marshall,Light Heavyweight,Decision - Split,3
2009-09-19,UFC 103: Franklin vs Belfort,Vladimir Matyushenko,Igor Pokrajac,Vladimir Matyushenko,Light Heavyweight,Decision - Unanimous,3
2009-09-19,UFC 103: Franklin vs Belfort,Rafael Dos Anjos,Rob Emerson,Rafael Dos Anjos,Lightweight,Decision - Unanimous,3
2009-09-16,UFC Fight Night: Diaz vs Guillard,Nate Diaz,Melvin Guillard,Nate Diaz,Lightweight,Submission,2
2009-09-16,UFC Fight Night: Diaz vs Guillard,Gray Maynard,Roger Huerta,Gray Maynard,Lightweight,Decision - Split,3
2009-09-16,UFC Fight Night: Diaz vs Guillard,Carlos Condit,Jake Ellenberger,Carlos Condit,Welterweight,Decision - Split,3
2009-09-16,UFC Fight Night: Diaz vs Guillard,Nate Quarry,Tim Credeur,Nate Quarry,Middleweight,Decision - Unanimous,3
2009-09-16,UFC Fight Night: Diaz vs Guillard,Brian Stann,Steve Cantwell,Brian Stann,Light Heavyweight,Decision - Unanimous,3
2009-09-16,UFC Fight Night: Diaz vs Guillard,Mike Pyle,Chris Wilson,Mike Pyle,Welterweight,Submission,3
2009-09-16,UFC Fight Night: Diaz vs Guillard,CB Dollaway,Jay Silva,CB Dollaway,Middleweight,Decision - Unanimous,3
2009-09-16,UFC Fight Night: Diaz vs Guillard,Jeremy Stephens,Justin Buchholz,Jeremy Stephens,Lightweight,TKO - Doctor's Stoppage,1
2009-09-16,UFC Fight Night: Diaz vs Guillard,Mike Pierce,Brock Larson,Mike Pierce,Welterweight,Decision - Unanimous,3
2009-09-16,UFC Fight Night: Diaz vs Guillard,Ryan Jensen,Steve Steinbeiss,Ryan Jensen,Middleweight,Submission,1
2009-08-29,UFC 102: Couture vs Nogueira,Antonio Rodrigo Nogueira,Randy Couture,Antonio Rodrigo Nogueira,Heavyweight,Decision - Unanimous,3
2009-08-29,UFC 102: Couture vs Nogueira,Thiago Silva,Keith Jardine,Thiago Silva,Light Heavyweight,KO/TKO,1
2009-08-29,UFC 102: Couture vs Nogueira,Jake Rosholt,Chris Leben,Jake Rosholt,Middleweight,Submission,3
2009-08-29,UFC 102: Couture vs Nogueira,Nate Marquardt,Demian Maia,Nate Marquardt,Middleweight,KO/TKO,1
2009-08-29,UFC 102: Couture vs Nogueira,Brandon Vera,Krzysztof Soszynski,Brandon Vera,Light Heavyweight,Decision - Unanimous,3
2009-08-29,UFC 102: Couture vs Nogueira,Aaron Simpson,Ed Herman,Aaron Simpson,Middleweight,KO/TKO,2
2009-08-29,UFC 102: Couture vs Nogueira,Gabriel Gonzaga,Chris Tuchscherer,Gabriel Gonzaga,Heavyweight,KO/TKO,1
2009-08-29,UFC 102: Couture vs Nogueira,Mike Russow,Justin McCully,Mike Russow,Heavyweight,Decision - Unanimous,3
2009-08-29,UFC 102: Couture vs Nogueira,Todd Duffee,Tim Hague,Todd Duffee,Heavyweight,KO/TKO,1
2009-08-29,UFC 102: Couture vs Nogueira,Mark Munoz,Nick Catone,Mark Munoz,Middleweight,Decision - Split,3
2009-08-29,UFC 102: Couture vs Nogueira,Evan Dunham,Marcus Aurelio,Evan Dunham,Lightweight,Decision - Split,3
2009-08-08,UFC 101: Declaration,BJ Penn,Kenny Florian,BJ Penn,Lightweight,Submission,4
2009-08-08,UFC 101: Declaration,Anderson Silva,Forrest Griffin,Anderson Silva,Light Heavyweight,KO/TKO,1
2009-08-08,UFC 101: Declaration,Aaron Riley,Shane Nelson,Aaron Riley,Lightweight,Decision - Unanimous,3
2009-08-08,UFC 101: Declaration,Johny Hendricks,Amir Sadollah,Johny Hendricks,Welterweight,KO/TKO,1
2009-08-08,UFC 101: Declaration,Ricardo Almeida,Kendall Grove,Ricardo Almeida,Middleweight,Decision - Unanimous,3
2009-08-08,UFC 101: Declaration,Kurt Pellegrino,Josh Neer,Kurt Pellegrino,Lightweight,Decision - Unanimous,3
2009-08-08,UFC 101: Declaration,John Howard,Tamdan McCrory,John Howard,Welterweight,Decision - Split,3
2009-08-08,UFC 101: Declaration,Alessio Sakara,Thales Leites,Alessio Sakara,Middleweight,Decision - Split,3
2009-08-08,UFC 101: Declaration,Matthew Riddle,Dan Cramer,Matthew Riddle,Welterweight,Decision - Unanimous,3
2009-08-08,UFC 101: Declaration,George Sotiropoulos,George Roop,George Sotiropoulos,Lightweight,Submission,2
2009-08-08,UFC 101: Declaration,Jesse Lennox,Danillo Villefort,Jesse Lennox,Welterweight,TKO - Doctor's Stoppage,3
2009-07-11,UFC 100,Jon Fitch,Paulo Thiago,Jon Fitch,Welterweight,Decision - Unanimous,3
2009-07-11,UFC 100,Brock Lesnar,Frank Mir,Brock Lesnar,Heavyweight,KO/TKO,2
2009-07-11,UFC 100,Georges St-Pierre,Thiago Alves,Georges St-Pierre,Welterweight,Decision - Unanimous,5
2009-07-11,UFC 100,Dan Henderson,Michael Bisping,Dan Henderson,Middleweight,KO/TKO,2
2009-07-11,UFC 100,Yoshihiro Akiyama,Alan Belcher,Yoshihiro Akiyama,Middleweight,Decision - Split,3
2009-07-11,UFC 100,Mark Coleman,Stephan Bonnar,Mark Coleman,Light Heavyweight,Decision - Unanimous,3
2009-07-11,UFC 100,Jim Miller,Mac Danzig,Jim Miller,Lightweight,Decision - Unanimous,3
2009-07-11,UFC 100,Jon Jones,Jake O'Brien,Jon Jones,Light Heavyweight,Submission,2
2009-07-11,UFC 100,Dong Hyun Kim,TJ Grant,Dong Hyun Kim,Welterweight,Decision - Unanimous,3
2009-07-11,UFC 100,Tom Lawlor,CB Dollaway,Tom Lawlor,Middleweight,Submission,1
2009-07-11,UFC 100,Shannon Gugerty,Matt Grice,Shannon Gugerty,Lightweight,Submission,1
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,Diego Sanchez,Clay Guida,Diego Sanchez,Lightweight,Decision - Split,3
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,James Wilks,DaMarques Johnson,James Wilks,Welterweight,Submission,1
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,Chris Lytle,Kevin Burns,Chris Lytle,Welterweight,Decision - Unanimous,3
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,Ross Pearson,Andre Winner,Ross Pearson,Lightweight,Decision - Unanimous,3
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,Joe Stevenson,Nate Diaz,Joe Stevenson,Lightweight,Decision - Unanimous,3
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,Melvin Guillard,Gleison Tibau,Melvin Guillard,Lightweight,Decision - Split,3
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,Brad Blackburn,Edgar Garcia,Brad Blackburn,Welterweight,Decision - Split,3
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,Tomasz Drwal,Mike Ciesnolevicz,Tomasz Drwal,Light Heavyweight,KO/TKO,1
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,Nick Osipczak,Frank Lester,Nick Osipczak,Welterweight,Submission,1
2009-06-20,The Ultimate Fighter: United States vs. United Kingdom Finale,Jason Dent,Cameron Dollar,Jason Dent,Lightweight,Submission,1
2009-06-13,UFC 99: The Comeback,Rich Franklin,Wanderlei Silva,Rich Franklin,Catch Weight,Decision - Unanimous,3
2009-06-13,UFC 99: The Comeback,Cain Velasquez,Cheick Kongo,Cain Velasquez,Heavyweight,Decision - Unanimous,3
2009-06-13,UFC 99: The Comeback,Mirko Filipovic,Mostapha Al-Turk,Mirko Filipovic,Heavyweight,KO/TKO,1
2009-06-13,UFC 99: The Comeback,Mike Swick,Ben Saunders,Mike Swick,Welterweight,KO/TKO,2
2009-06-13,UFC 99: The Comeback,Spencer Fisher,Caol Uno,Spencer Fisher,Lightweight,Decision - Unanimous,3
2009-06-13,UFC 99: The Comeback,Dan Hardy,Marcus Davis,Dan Hardy,Welterweight,Decision - Split,3
2009-06-13,UFC 99: The Comeback,Terry Etim,Justin Buchholz,Terry Etim,Lightweight,Submission,2
2009-06-13,UFC 99: The Comeback,Dennis Siver,Dale Hartt,Dennis Siver,Lightweight,Submission,1
2009-06-13,UFC 99: The Comeback,Paul Taylor,Peter Sobotta,Paul Taylor,Welterweight,Decision - Unanimous,3
2009-06-13,UFC 99: The Comeback,Paul Kelly,Rolando Delgado,Paul Kelly,Lightweight,Decision - Unanimous,3
2009-06-13,UFC 99: The Comeback,Stefan Struve,Denis Stojnic,Stefan Struve,Heavyweight,Submission,2
2009-06-13,UFC 99: The Comeback,John Hathaway,Rick Story,John Hathaway,Welterweight,Decision - Unanimous,3
2009-05-23,UFC 98: Evans vs Machida,Lyoto Machida,Rashad Evans,Lyoto Machida,Light Heavyweight,KO/TKO,2
2009-05-23,UFC 98: Evans vs Machida,Matt Hughes,Matt Serra,Matt Hughes,Welterweight,Decision - Unanimous,3
2009-05-23,UFC 98: Evans vs Machida,Drew McFedries,Xavier Foupa-Pokam,Drew McFedries,Middleweight,KO/TKO,1
2009-05-23,UFC 98: Evans vs Machida,Chael Sonnen,Dan Miller,Chael Sonnen,Middleweight,Decision - Unanimous,3
2009-05-23,UFC 98: Evans vs Machida,Frankie Edgar,Sean Sherk,Frankie Edgar,Lightweight,Decision - Unanimous,3
2009-05-23,UFC 98: Evans vs Machida,Brock Larson,Mike Pyle,Brock Larson,Welterweight,Submission,1
2009-05-23,UFC 98: Evans vs Machida,Tim Hague,Pat Barry,Tim Hague,Heavyweight,Submission,1
2009-05-23,UFC 98: Evans vs Machida,Kyle Bradley,Phillipe Nover,Kyle Bradley,Lightweight,KO/TKO,1
2009-05-23,UFC 98: Evans vs Machida,Krzysztof Soszynski,Andre Gusmao,Krzysztof Soszynski,Light Heavyweight,KO/TKO,1
2009-05-23,UFC 98: Evans vs Machida,Yoshiyuki Yoshida,Brandon Wolff,Yoshiyuki Yoshida,Welterweight,Submission,1
2009-05-23,UFC 98: Evans vs Machida,George Roop,David Kaplan,George Roop,Lightweight,Decision - Split,3
2009-04-18,UFC 97: Redemption,Anderson Silva,Thales Leites,Anderson Silva,Middleweight,Decision - Unanimous,5
2009-04-18,UFC 97: Redemption,Sam Stout,Matt Wiman,Sam Stout,Lightweight,Decision - Unanimous,3
2009-04-18,UFC 97: Redemption,Mauricio Rua,Chuck Liddell,Mauricio Rua,Light Heavyweight,KO/TKO,1
2009-04-18,UFC 97: Redemption,Krzysztof Soszynski,Brian Stann,Krzysztof Soszynski,Light Heavyweight,Submission,1
2009-04-18,UFC 97: Redemption,Cheick Kongo,Antoni Hardonk,Cheick Kongo,Heavyweight,KO/TKO,2
2009-04-18,UFC 97: Redemption,Luiz Cane,Steve Cantwell,Luiz Cane,Light Heavyweight,Decision - Unanimous,3
2009-04-18,UFC 97: Redemption,Denis Kang,Xavier Foupa-Pokam,Denis Kang,Middleweight,Decision - Unanimous,3
2009-04-18,UFC 97: Redemption,Nate Quarry,Jason MacDonald,Nate Quarry,Middleweight,KO/TKO,1
2009-04-18,UFC 97: Redemption,Ed Herman,David Loiseau,Ed Herman,Middleweight,Decision - Unanimous,3
2009-04-18,UFC 97: Redemption,Mark Bocek,David Bielkheden,Mark Bocek,Lightweight,Submission,1
2009-04-18,UFC 97: Redemption,TJ Grant,Ryo Chonan,TJ Grant,Welterweight,Decision - Split,3
2009-04-18,UFC 97: Redemption,Eliot Marshall,Vinny Magalhaes,Eliot Marshall,Light Heavyweight,Decision - Unanimous,3
2009-04-01,UFC Fight Night: Condit vs Kampmann,Martin Kampmann,Carlos Condit,Martin Kampmann,Welterweight,Decision - Split,3
2009-04-01,UFC Fight Night: Condit vs Kampmann,Ryan Bader,Carmelo Marrero,Ryan Bader,Light Heavyweight,Decision - Unanimous,3
2009-04-01,UFC Fight Night: Condit vs Kampmann,Tyson Griffin,Rafael Dos Anjos,Tyson Griffin,Lightweight,Decision - Unanimous,3
2009-04-01,UFC Fight Night: Condit vs Kampmann,Cole Miller,Junie Browning,Cole Miller,Lightweight,Submission,1
2009-04-01,UFC Fight Night: Condit vs Kampmann,Gleison Tibau,Jeremy Stephens,Gleison Tibau,Lightweight,Decision - Unanimous,3
2009-04-01,UFC Fight Night: Condit vs Kampmann,Ricardo Almeida,Matt Horwich,Ricardo Almeida,Middleweight,Decision - Unanimous,3
2009-04-01,UFC Fight Night: Condit vs Kampmann,Brock Larson,Jesse Sanders,Brock Larson,Welterweight,Submission,1
