date,event,red_fighter,blue_fighter,winner,weight_class,method,round
2009-04-01,UFC Fight Night: Condit vs Kampmann,Tim Credeur,Nick Catone,Tim Credeur,Middleweight,Submission,2
2009-04-01,UFC Fight Night: Condit vs Kampmann,Jorge Rivera,Nissen Osterneck,Jorge Rivera,Middleweight,Decision - Split,3
2009-04-01,UFC Fight Night: Condit vs Kampmann,Rob Kimmons,Joe Vedepo,Rob Kimmons,Middleweight,Submission,1
2009-04-01,UFC Fight Night: Condit vs Kampmann,Aaron Simpson,Tim McKenzie,Aaron Simpson,Middleweight,KO/TKO,1
2009-03-07,UFC 96: Jackson vs Jardine,Quinton Jackson,Keith Jardine,Quinton Jackson,Light Heavyweight,Decision - Unanimous,3
2009-03-07,UFC 96: Jackson vs Jardine,Shane Carwin,Gabriel Gonzaga,Shane Carwin,Heavyweight,KO/TKO,1
2009-03-07,UFC 96: Jackson vs Jardine,Matt Brown,Pete Sell,Matt Brown,Welterweight,KO/TKO,1
2009-03-07,UFC 96: Jackson vs Jardine,Matt Hamill,Mark Munoz,Matt Hamill,Light Heavyweight,KO/TKO,1
2009-03-07,UFC 96: Jackson vs Jardine,Gray Maynard,Jim Miller,Gray Maynard,Lightweight,Decision - Unanimous,3
2009-03-07,UFC 96: Jackson vs Jardine,Tamdan McCrory,Ryan Madigan,Tamdan McCrory,Welterweight,KO/TKO,1
2009-03-07,UFC 96: Jackson vs Jardine,Kendall Grove,Jason Day,Kendall Grove,Middleweight,KO/TKO,1
2009-03-07,UFC 96: Jackson vs Jardine,Jason Brilz,Tim Boetsch,Jason Brilz,Light Heavyweight,Decision - Unanimous,3
2009-03-07,UFC 96: Jackson vs Jardine,Brandon Vera,Michael Patt,Brandon Vera,Light Heavyweight,KO/TKO,2
2009-03-07,UFC 96: Jackson vs Jardine,Shane Nelson,Aaron Riley,Shane Nelson,Lightweight,KO/TKO,1
2009-02-21,UFC 95: Sanchez vs Stevenson,Diego Sanchez,Joe Stevenson,Diego Sanchez,Lightweight,Decision - Unanimous,3
2009-02-21,UFC 95: Sanchez vs Stevenson,Dan Hardy,Rory Markham,Dan Hardy,Welterweight,KO/TKO,1
2009-02-21,UFC 95: Sanchez vs Stevenson,Nate Marquardt,Wilson Gouveia,Nate Marquardt,Middleweight,KO/TKO,3
2009-02-21,UFC 95: Sanchez vs Stevenson,Demian Maia,Chael Sonnen,Demian Maia,Middleweight,Submission,1
2009-02-21,UFC 95: Sanchez vs Stevenson,Paulo Thiago,Josh Koscheck,Paulo Thiago,Welterweight,KO/TKO,1
2009-02-21,UFC 95: Sanchez vs Stevenson,Terry Etim,Brian Cobb,Terry Etim,Lightweight,KO/TKO,2
2009-02-21,UFC 95: Sanchez vs Stevenson,Junior Dos Santos,Stefan Struve,Junior Dos Santos,Heavyweight,KO/TKO,1
2009-02-21,UFC 95: Sanchez vs Stevenson,Evan Dunham,Per Eklund,Evan Dunham,Lightweight,KO/TKO,1
2009-02-21,UFC 95: Sanchez vs Stevenson,Mike Ciesnolevicz,Neil Grove,Mike Ciesnolevicz,Heavyweight,Submission,1
2009-02-21,UFC 95: Sanchez vs Stevenson,Paul Kelly,Troy Mandaloniz,Paul Kelly,Welterweight,Decision - Unanimous,3
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Joe Lauzon,Jeremy Stephens,Joe Lauzon,Lightweight,Submission,2
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Cain Velasquez,Denis Stojnic,Cain Velasquez,Heavyweight,KO/TKO,2
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Josh Neer,Mac Danzig,Josh Neer,Lightweight,Submission,2
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Anthony Johnson,Luigi Fioravanti,Anthony Johnson,Welterweight,KO/TKO,1
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Kurt Pellegrino,Rob Emerson,Kurt Pellegrino,Lightweight,Submission,2
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Dan Miller,Jake Rosholt,Dan Miller,Middleweight,Submission,1
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Matt Veach,Matt Grice,Matt Veach,Lightweight,KO/TKO,1
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Gleison Tibau,Rich Clementi,Gleison Tibau,Lightweight,Submission,1
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Nick Catone,Derek Downey,Nick Catone,Middleweight,Submission,2
2009-02-07,UFC Fight Night: Lauzon vs Stephens,Matthew Riddle,Steve Bruno,Matthew Riddle,Welterweight,Decision - Unanimous,3
2009-01-31,UFC 94: St-Pierre vs Penn 2,Georges St-Pierre,BJ Penn,Georges St-Pierre,Welterweight,KO/TKO,4
2009-01-31,UFC 94: St-Pierre vs Penn 2,Lyoto Machida,Thiago Silva,Lyoto Machida,Light Heavyweight,KO/TKO,1
2009-01-31,UFC 94: St-Pierre vs Penn 2,Jon Jones,Stephan Bonnar,Jon Jones,Light Heavyweight,Decision - Unanimous,3
2009-01-31,UFC 94: St-Pierre vs Penn 2,Karo Parisyan,Dong Hyun Kim,,Welterweight,Overturned,3
2009-01-31,UFC 94: St-Pierre vs Penn 2,Clay Guida,Nate Diaz,Clay Guida,Lightweight,Decision - Split,3
2009-01-31,UFC 94: St-Pierre vs Penn 2,Jon Fitch,Akihiro Gono,Jon Fitch,Welterweight,Decision - Unanimous,3
2009-01-31,UFC 94: St-Pierre vs Penn 2,Thiago Tavares,Manvel Gamburyan,Thiago Tavares,Lightweight,Decision - Unanimous,3
2009-01-31,UFC 94: St-Pierre vs Penn 2,John Howard,Chris Wilson,John Howard,Welterweight,Decision - Split,3
2009-01-31,UFC 94: St-Pierre vs Penn 2,Jake O'Brien,Christian Wellisch,Jake O'Brien,Light Heavyweight,Decision - Split,3
2009-01-31,UFC 94: St-Pierre vs Penn 2,Dan Cramer,Matt Arroyo,Dan Cramer,Welterweight,Decision - Split,3
2009-01-17,UFC 93: Franklin vs Henderson,Dan Henderson,Rich Franklin,Dan Henderson,Light Heavyweight,Decision - Split,3
2009-01-17,UFC 93: Franklin vs Henderson,Mauricio Rua,Mark Coleman,Mauricio Rua,Light Heavyweight,KO/TKO,3
2009-01-17,UFC 93: Franklin vs Henderson,Rousimar Palhares,Jeremy Horn,Rousimar Palhares,Middleweight,Decision - Unanimous,3
2009-01-17,UFC 93: Franklin vs Henderson,Alan Belcher,Denis Kang,Alan Belcher,Middleweight,Submission,2
2009-01-17,UFC 93: Franklin vs Henderson,Marcus Davis,Chris Lytle,Marcus Davis,Welterweight,Decision - Split,3
2009-01-17,UFC 93: Franklin vs Henderson,John Hathaway,Tom Egan,John Hathaway,Welterweight,KO/TKO,1
2009-01-17,UFC 93: Franklin vs Henderson,Martin Kampmann,Alexandre Barros,Martin Kampmann,Welterweight,KO/TKO,2
2009-01-17,UFC 93: Franklin vs Henderson,Eric Schafer,Antonio Mendes,Eric Schafer,Light Heavyweight,KO/TKO,1
2009-01-17,UFC 93: Franklin vs Henderson,Tomasz Drwal,Ivan Serati,Tomasz Drwal,Light Heavyweight,KO/TKO,1
2009-01-17,UFC 93: Franklin vs Henderson,Dennis Siver,Nate Mohr,Dennis Siver,Lightweight,KO/TKO,3
2008-12-27,UFC 92: The Ultimate 2008,Rashad Evans,Forrest Griffin,Rashad Evans,Light Heavyweight,KO/TKO,3
2008-12-27,UFC 92: The Ultimate 2008,Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,Heavyweight,KO/TKO,2
2008-12-27,UFC 92: The Ultimate 2008,CB Dollaway,Mike Massenzio,CB Dollaway,Middleweight,KO/TKO,1
2008-12-27,UFC 92: The Ultimate 2008,Quinton Jackson,Wanderlei Silva,Quinton Jackson,Light Heavyweight,KO/TKO,1
2008-12-27,UFC 92: The Ultimate 2008,Cheick Kongo,Mostapha Al-Turk,Cheick Kongo,Heavyweight,KO/TKO,1
2008-12-27,UFC 92: The Ultimate 2008,Yushin Okami,Dean Lister,Yushin Okami,Middleweight,Decision - Unanimous,3
2008-12-27,UFC 92: The Ultimate 2008,Antoni Hardonk,Mike Wessel,Antoni Hardonk,Heavyweight,KO/TKO,2
2008-12-27,UFC 92: The Ultimate 2008,Matt Hamill,Reese Andy,Matt Hamill,Light Heavyweight,KO/TKO,2
2008-12-27,UFC 92: The Ultimate 2008,Brad Blackburn,Ryo Chonan,Brad Blackburn,Welterweight,Decision - Unanimous,3
2008-12-27,UFC 92: The Ultimate 2008,Pat Barry,Dan Evensen,Pat Barry,Heavyweight,KO/TKO,1
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Efrain Escudero,Phillipe Nover,Efrain Escudero,Lightweight,Decision - Unanimous,3
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Ryan Bader,Vinny Magalhaes,Ryan Bader,Light Heavyweight,KO/TKO,1
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Anthony Johnson,Kevin Burns,Anthony Johnson,Welterweight,KO/TKO,3
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Wilson Gouveia,Jason MacDonald,Wilson Gouveia,Middleweight,KO/TKO,1
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Junie Browning,David Kaplan,Junie Browning,Lightweight,Submission,2
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Krzysztof Soszynski,Shane Primm,Krzysztof Soszynski,Light Heavyweight,Submission,2
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Eliot Marshall,Jules Bruchez,Eliot Marshall,Light Heavyweight,Submission,1
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Tom Lawlor,Kyle Kingsbury,Tom Lawlor,Light Heavyweight,Decision - Unanimous,3
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Shane Nelson,George Roop,Shane Nelson,Lightweight,Decision - Split,3
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Rolando Delgado,John Polakowski,Rolando Delgado,Lightweight,Submission,2
2008-12-10,UFC Fight Night - Fight for the Troops,Josh Koscheck,Yoshiyuki Yoshida,Josh Koscheck,Welterweight,KO/TKO,1
2008-12-10,UFC Fight Night - Fight for the Troops,Mike Swick,Jonathan Goulet,Mike Swick,Welterweight,KO/TKO,1
2008-12-10,UFC Fight Night - Fight for the Troops,Steve Cantwell,Razak Al-Hassan,Steve Cantwell,Light Heavyweight,Submission,1
2008-12-10,UFC Fight Night - Fight for the Troops,Tim Credeur,Nate Loughran,Tim Credeur,Middleweight,KO/TKO,2
2008-12-10,UFC Fight Night - Fight for the Troops,Jim Miller,Matt Wiman,Jim Miller,Lightweight,Decision - Unanimous,3
2008-12-10,UFC Fight Night - Fight for the Troops,Luigi Fioravanti,Brodie Farber,Luigi Fioravanti,Catch Weight,Decision - Unanimous,3
2008-12-10,UFC Fight Night - Fight for the Troops,Steve Bruno,Johnny Rees,Steve Bruno,Welterweight,Submission,2
2008-12-10,UFC Fight Night - Fight for the Troops,Ben Saunders,Brandon Wolff,Ben Saunders,Welterweight,KO/TKO,1
2008-12-10,UFC Fight Night - Fight for the Troops,Dale Hartt,Corey Hill,Dale Hartt,Lightweight,KO/TKO,2
2008-12-10,UFC Fight Night - Fight for the Troops,Justin McCully,Eddie Sanchez,Justin McCully,Heavyweight,Decision - Unanimous,3
2008-11-15,UFC 91: Couture vs Lesnar,Brock Lesnar,Randy Couture,Brock Lesnar,Heavyweight,KO/TKO,2
2008-11-15,UFC 91: Couture vs Lesnar,Kenny Florian,Joe Stevenson,Kenny Florian,Lightweight,Submission,1
2008-11-15,UFC 91: Couture vs Lesnar,Dustin Hazelett,Tamdan McCrory,Dustin Hazelett,Welterweight,Submission,1
2008-11-15,UFC 91: Couture vs Lesnar,Gabriel Gonzaga,Josh Hendricks,Gabriel Gonzaga,Heavyweight,KO/TKO,1
2008-11-15,UFC 91: Couture vs Lesnar,Demian Maia,Nate Quarry,Demian Maia,Middleweight,Submission,1
2008-11-15,UFC 91: Couture vs Lesnar,Aaron Riley,Jorge Gurgel,Aaron Riley,Lightweight,Decision - Unanimous,3
2008-11-15,UFC 91: Couture vs Lesnar,Jeremy Stephens,Rafael Dos Anjos,Jeremy Stephens,Lightweight,KO/TKO,3
2008-11-15,UFC 91: Couture vs Lesnar,Mark Bocek,Alvin Robinson,Mark Bocek,Lightweight,Submission,3
2008-11-15,UFC 91: Couture vs Lesnar,Matt Brown,Ryan Thomas,Matt Brown,Welterweight,Submission,2
2008-10-25,UFC 90: Silva vs Cote,Anderson Silva,Patrick Cote,Anderson Silva,Middleweight,KO/TKO,3
2008-10-25,UFC 90: Silva vs Cote,Thiago Alves,Josh Koscheck,Thiago Alves,Welterweight,Decision - Unanimous,3
2008-10-25,UFC 90: Silva vs Cote,Gray Maynard,Rich Clementi,Gray Maynard,Lightweight,Decision - Unanimous,3
2008-10-25,UFC 90: Silva vs Cote,Junior Dos Santos,Fabricio Werdum,Junior Dos Santos,Heavyweight,KO/TKO,1
2008-10-25,UFC 90: Silva vs Cote,Sean Sherk,Tyson Griffin,Sean Sherk,Lightweight,Decision - Unanimous,3
2008-10-25,UFC 90: Silva vs Cote,Thales Leites,Drew McFedries,Thales Leites,Middleweight,Submission,1
2008-10-25,UFC 90: Silva vs Cote,Spencer Fisher,Shannon Gugerty,Spencer Fisher,Lightweight,Submission,3
2008-10-25,UFC 90: Silva vs Cote,Dan Miller,Matt Horwich,Dan Miller,Middleweight,Decision - Unanimous,3
2008-10-25,UFC 90: Silva vs Cote,Hermes Franca,Marcus Aurelio,Hermes Franca,Lightweight,Decision - Unanimous,3
2008-10-25,UFC 90: Silva vs Cote,Pete Sell,Joshua Burkman,Pete Sell,Welterweight,Decision - Unanimous,3
2008-10-18,UFC 89: Bisping vs Leben,Michael Bisping,Chris Leben,Michael Bisping,Middleweight,Decision - Unanimous,3
2008-10-18,UFC 89: Bisping vs Leben,Keith Jardine,Brandon Vera,Keith Jardine,Light Heavyweight,Decision - Split,3
2008-10-18,UFC 89: Bisping vs Leben,Luiz Cane,Rameau Thierry Sokoudjou,Luiz Cane,Light Heavyweight,KO/TKO,2
2008-10-18,UFC 89: Bisping vs Leben,Chris Lytle,Paul Taylor,Chris Lytle,Welterweight,Decision - Unanimous,3
2008-10-18,UFC 89: Bisping vs Leben,Marcus Davis,Paul Kelly,Marcus Davis,Welterweight,Submission,2
2008-10-18,UFC 89: Bisping vs Leben,Dan Hardy,Akihiro Gono,Dan Hardy,Welterweight,Decision - Split,3
2008-10-18,UFC 89: Bisping vs Leben,Shane Carwin,Neil Wain,Shane Carwin,Heavyweight,KO/TKO,1
2008-10-18,UFC 89: Bisping vs Leben,David Bielkheden,Jess Liaudin,David Bielkheden,Lightweight,Decision - Unanimous,3
2008-10-18,UFC 89: Bisping vs Leben,Terry Etim,Sam Stout,Terry Etim,Lightweight,Decision - Unanimous,3
2008-10-18,UFC 89: Bisping vs Leben,Jim Miller,David Baron,Jim Miller,Lightweight,Submission,3
2008-10-18,UFC 89: Bisping vs Leben,Per Eklund,Samy Schiavo,Per Eklund,Lightweight,Submission,3
2008-09-17,UFC Fight Night: Diaz vs Neer,Nate Diaz,Josh Neer,Nate Diaz,Lightweight,Decision - Split,3
2008-09-17,UFC Fight Night: Diaz vs Neer,Clay Guida,Mac Danzig,Clay Guida,Lightweight,Decision - Unanimous,3
2008-09-17,UFC Fight Night: Diaz vs Neer,Alan Belcher,Ed Herman,Alan Belcher,Middleweight,Decision - Split,3
2008-09-17,UFC Fight Night: Diaz vs Neer,Eric Schafer,Houston Alexander,Eric Schafer,Light Heavyweight,Submission,1
2008-09-17,UFC Fight Night: Diaz vs Neer,Alessio Sakara,Joe Vedepo,Alessio Sakara,Middleweight,KO/TKO,1
2008-09-17,UFC Fight Night: Diaz vs Neer,Wilson Gouveia,Ryan Jensen,Wilson Gouveia,Middleweight,Submission,2
2008-09-17,UFC Fight Night: Diaz vs Neer,Joe Lauzon,Kyle Bradley,Joe Lauzon,Lightweight,KO/TKO,2
2008-09-17,UFC Fight Night: Diaz vs Neer,Jason Brilz,Brad Morris,Jason Brilz,Light Heavyweight,KO/TKO,2
2008-09-17,UFC Fight Night: Diaz vs Neer,Mike Massenzio,Drew McFedries,Mike Massenzio,Middleweight,Submission,1
2008-09-17,UFC Fight Night: Diaz vs Neer,Dan Miller,Rob Kimmons,Dan Miller,Middleweight,Submission,1
2008-09-06,UFC 88: Breakthrough,Rashad Evans,Chuck Liddell,Rashad Evans,Light Heavyweight,KO/TKO,2
2008-09-06,UFC 88: Breakthrough,Rich Franklin,Matt Hamill,Rich Franklin,Light Heavyweight,KO/TKO,3
2008-09-06,UFC 88: Breakthrough,Dan Henderson,Rousimar Palhares,Dan Henderson,Middleweight,Decision - Unanimous,3
2008-09-06,UFC 88: Breakthrough,Nate Marquardt,Martin Kampmann,Nate Marquardt,Middleweight,KO/TKO,1
2008-09-06,UFC 88: Breakthrough,Dong Hyun Kim,Matt Brown,Dong Hyun Kim,Welterweight,Decision - Split,3
2008-09-06,UFC 88: Breakthrough,Kurt Pellegrino,Thiago Tavares,Kurt Pellegrino,Lightweight,Decision - Unanimous,3
2008-09-06,UFC 88: Breakthrough,Tim Boetsch,Michael Patt,Tim Boetsch,Light Heavyweight,KO/TKO,1
2008-09-06,UFC 88: Breakthrough,Jason MacDonald,Jason Lambert,Jason MacDonald,Middleweight,Submission,2
2008-09-06,UFC 88: Breakthrough,Ryo Chonan,Roan Carneiro,Ryo Chonan,Welterweight,Decision - Split,3
2008-08-09,UFC 87: Seek And Destroy,Georges St-Pierre,Jon Fitch,Georges St-Pierre,Welterweight,Decision - Unanimous,5
2008-08-09,UFC 87: Seek And Destroy,Brock Lesnar,Heath Herring,Brock Lesnar,Heavyweight,Decision - Unanimous,3
2008-08-09,UFC 87: Seek And Destroy,Rob Emerson,Manvel Gamburyan,Rob Emerson,Lightweight,KO/TKO,1
2008-08-09,UFC 87: Seek And Destroy,Kenny Florian,Roger Huerta,Kenny Florian,Lightweight,Decision - Unanimous,3
2008-08-09,UFC 87: Seek And Destroy,Demian Maia,Jason MacDonald,Demian Maia,Middleweight,Submission,3
2008-08-09,UFC 87: Seek And Destroy,Tamdan McCrory,Luke Cummo,Tamdan McCrory,Welterweight,Decision - Unanimous,3
2008-08-09,UFC 87: Seek And Destroy,Cheick Kongo,Dan Evensen,Cheick Kongo,Heavyweight,KO/TKO,1
2008-08-09,UFC 87: Seek And Destroy,Jon Jones,Andre Gusmao,Jon Jones,Light Heavyweight,Decision - Unanimous,3
2008-08-09,UFC 87: Seek And Destroy,Chris Wilson,Steve Bruno,Chris Wilson,Welterweight,Decision - Unanimous,3
2008-08-09,UFC 87: Seek And Destroy,Ben Saunders,Ryan Thomas,Ben Saunders,Welterweight,Submission,2
2008-07-19,UFC: Silva vs Irvin,Anderson Silva,James Irvin,Anderson Silva,Light Heavyweight,KO/TKO,1
2008-07-19,UFC: Silva vs Irvin,Brandon Vera,Reese Andy,Brandon Vera,Light Heavyweight,Decision - Unanimous,3
2008-07-19,UFC: Silva vs Irvin,Frankie Edgar,Hermes Franca,Frankie Edgar,Lightweight,Decision - Unanimous,3
2008-07-19,UFC: Silva vs Irvin,Cain Velasquez,Jake O'Brien,Cain Velasquez,Heavyweight,KO/TKO,1
2008-07-19,UFC: Silva vs Irvin,Kevin Burns,Anthony Johnson,Kevin Burns,Welterweight,KO/TKO,3
2008-07-19,UFC: Silva vs Irvin,CB Dollaway,Jesse Taylor,CB Dollaway,Middleweight,Submission,1
2008-07-19,UFC: Silva vs Irvin,Tim Credeur,Cale Yarbrough,Tim Credeur,Middleweight,KO/TKO,1
2008-07-19,UFC: Silva vs Irvin,Rory Markham,Brodie Farber,Rory Markham,Welterweight,KO/TKO,1
2008-07-19,UFC: Silva vs Irvin,Nate Loughran,Johnny Rees,Nate Loughran,Middleweight,Submission,1
2008-07-19,UFC: Silva vs Irvin,Brad Blackburn,James Giboo,Brad Blackburn,Welterweight,KO/TKO,2
2008-07-19,UFC: Silva vs Irvin,Shannon Gugerty,Dale Hartt,Shannon Gugerty,Lightweight,Submission,1
2008-07-05,UFC 86: Jackson vs Griffin,Forrest Griffin,Quinton Jackson,Forrest Griffin,Light Heavyweight,Decision - Unanimous,5
2008-07-05,UFC 86: Jackson vs Griffin,Patrick Cote,Ricardo Almeida,Patrick Cote,Middleweight,Decision - Split,3
2008-07-05,UFC 86: Jackson vs Griffin,Joe Stevenson,Gleison Tibau,Joe Stevenson,Lightweight,Submission,2
2008-07-05,UFC 86: Jackson vs Griffin,Josh Koscheck,Chris Lytle,Josh Koscheck,Welterweight,Decision - Unanimous,3
2008-07-05,UFC 86: Jackson vs Griffin,Tyson Griffin,Marcus Aurelio,Tyson Griffin,Lightweight,Decision - Unanimous,3
2008-07-05,UFC 86: Jackson vs Griffin,Gabriel Gonzaga,Justin McCully,Gabriel Gonzaga,Heavyweight,Submission,1
2008-07-05,UFC 86: Jackson vs Griffin,Cole Miller,Jorge Gurgel,Cole Miller,Lightweight,Submission,3
2008-07-05,UFC 86: Jackson vs Griffin,Melvin Guillard,Dennis Siver,Melvin Guillard,Lightweight,KO/TKO,1
2008-07-05,UFC 86: Jackson vs Griffin,Justin Buchholz,Corey Hill,Justin Buchholz,Lightweight,Submission,2
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Kendall Grove,Evan Tanner,Kendall Grove,Middleweight,Decision - Split,3
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Amir Sadollah,CB Dollaway,Amir Sadollah,Middleweight,Submission,1
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Diego Sanchez,Luigi Fioravanti,Diego Sanchez,Welterweight,KO/TKO,3
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Spencer Fisher,Jeremy Stephens,Spencer Fisher,Lightweight,Decision - Unanimous,3
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Matthew Riddle,Dante Rivera,Matthew Riddle,Middleweight,Decision - Unanimous,3
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Dustin Hazelett,Joshua Burkman,Dustin Hazelett,Welterweight,Submission,2
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Drew McFedries,Marvin Eastman,Drew McFedries,Middleweight,KO/TKO,1
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Matt Brown,Matt Arroyo,Matt Brown,Welterweight,KO/TKO,2
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Dean Lister,Jeremy Horn,Dean Lister,Middleweight,Submission,1
2008-06-21,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Rob Kimmons,Rob Yundt,Rob Kimmons,Middleweight,Submission,1
2008-06-07,UFC 85: Bedlam,Thiago Alves,Matt Hughes,Thiago Alves,Welterweight,KO/TKO,2
2008-06-07,UFC 85: Bedlam,Michael Bisping,Jason Day,Michael Bisping,Middleweight,KO/TKO,1
2008-06-07,UFC 85: Bedlam,Mike Swick,Marcus Davis,Mike Swick,Welterweight,Decision - Unanimous,3
2008-06-07,UFC 85: Bedlam,Thales Leites,Nate Marquardt,Thales Leites,Middleweight,Decision - Split,3
2008-06-07,UFC 85: Bedlam,Fabricio Werdum,Brandon Vera,Fabricio Werdum,Heavyweight,KO/TKO,1
2008-06-07,UFC 85: Bedlam,Martin Kampmann,Jorge Rivera,Martin Kampmann,Middleweight,Submission,1
2008-06-07,UFC 85: Bedlam,Matt Wiman,Thiago Tavares,Matt Wiman,Lightweight,KO/TKO,2
2008-06-07,UFC 85: Bedlam,Kevin Burns,Roan Carneiro,Kevin Burns,Welterweight,Submission,2
2008-06-07,UFC 85: Bedlam,Luiz Cane,Jason Lambert,Luiz Cane,Light Heavyweight,KO/TKO,1
2008-06-07,UFC 85: Bedlam,Paul Taylor,Jess Liaudin,Paul Taylor,Welterweight,Decision - Split,3
2008-06-07,UFC 85: Bedlam,Antoni Hardonk,Eddie Sanchez,Antoni Hardonk,Heavyweight,KO/TKO,2
2008-05-24,UFC 84: Ill Will,BJ Penn,Sean Sherk,BJ Penn,Lightweight,KO/TKO,3
2008-05-24,UFC 84: Ill Will,Wanderlei Silva,Keith Jardine,Wanderlei Silva,Light Heavyweight,KO/TKO,1
2008-05-24,UFC 84: Ill Will,Goran Reljic,Wilson Gouveia,Goran Reljic,Light Heavyweight,KO/TKO,2
2008-05-24,UFC 84: Ill Will,Lyoto Machida,Tito Ortiz,Lyoto Machida,Light Heavyweight,Decision - Unanimous,3
2008-05-24,UFC 84: Ill Will,Thiago Silva,Antonio Mendes,Thiago Silva,Light Heavyweight,KO/TKO,1
2008-05-24,UFC 84: Ill Will,Rousimar Palhares,Ivan Salaverry,Rousimar Palhares,Middleweight,Submission,1
2008-05-24,UFC 84: Ill Will,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,Rameau Thierry Sokoudjou,Light Heavyweight,KO/TKO,1
2008-05-24,UFC 84: Ill Will,Rich Clementi,Terry Etim,Rich Clementi,Lightweight,Decision - Unanimous,3
2008-05-24,UFC 84: Ill Will,Yoshiyuki Yoshida,War Machine,Yoshiyuki Yoshida,Welterweight,Submission,1
2008-05-24,UFC 84: Ill Will,Dong Hyun Kim,Jason Tan,Dong Hyun Kim,Welterweight,KO/TKO,3
2008-05-24,UFC 84: Ill Will,Shane Carwin,Christian Wellisch,Shane Carwin,Heavyweight,KO/TKO,1
2008-04-19,UFC 83: Serra vs St-Pierre 2,Georges St-Pierre,Matt Serra,Georges St-Pierre,Welterweight,KO/TKO,2
2008-04-19,UFC 83: Serra vs St-Pierre 2,Rich Franklin,Travis Lutter,Rich Franklin,Middleweight,KO/TKO,2
2008-04-19,UFC 83: Serra vs St-Pierre 2,Nate Quarry,Kalib Starnes,Nate Quarry,Middleweight,Decision - Unanimous,3
2008-04-19,UFC 83: Serra vs St-Pierre 2,Michael Bisping,Charles McCarthy,Michael Bisping,Middleweight,KO/TKO,1
